source_id,title,classification,geography,retrieval_date,legacy_run_id,original_path,archive_path,sha256,limitations
LEG-SRC-0013,Review 02,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_02.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_02.md,dd70265d066dd2e24375934453d000449291ae308bc4f10ca422b3c6105a77ba,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0014,Review 03,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_03.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_03.md,caabe392b90355272d1b5ad4a4966c135546ed667493a1c6b13651eb08bb9eac,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0015,Review 04,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_04.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_04.md,de14ecad5e3a8678c85dd990a15bd660a8eeccdd491477e673a90f4fe20874d7,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0016,Review 05,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_05.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/artifacts/peer-reviews/REVIEW_05.md,80f56ff3e9ae096a200b510d3935faf8c0a9399c6c68d36dcf8aa374b1393f9c,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0017,Stage1 Advisor Evidence Requests,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/artifacts/STAGE1_ADVISOR_EVIDENCE_REQUESTS.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/artifacts/STAGE1_ADVISOR_EVIDENCE_REQUESTS.md,276054c68d26f79ef79d5abb7299aa56924f11b1670a6bb906b73d551bc68790,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0018,Assumption Ledger,SCENARIO_ASSUMPTION,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/ASSUMPTION_LEDGER.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/ASSUMPTION_LEDGER.md,022699a5704bf2f65611a3724ca3624977e0d90302f6a8b55043ce3cff241edb,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0019,Decision Log,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/DECISION_LOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/DECISION_LOG.md,a58be5d5fee67d3317888cc49e712b7134f40016fc93d2078ac4d6ab0769bb69,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0020,Evidence Ledger,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/EVIDENCE_LEDGER.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/EVIDENCE_LEDGER.md,18ac2b85d98bf3024433886d4ff3ea839e2f96db2faaa557f0df880db61521b7,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0021,Evidence Requests,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/EVIDENCE_REQUESTS.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/EVIDENCE_REQUESTS.md,fa6a050e2c2c2b003b66b3a59079d4179611eb3c8c9259d7fe02938bc1417adb,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0022,Next Session Handoff,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/NEXT_SESSION_HANDOFF.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/NEXT_SESSION_HANDOFF.md,a50a8a4bf21b920f4cfade48a2ac276283bed06533738fe22fbb0577fc3daa1e,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0023,Query Ledger,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/QUERY_LEDGER.csv,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/QUERY_LEDGER.csv,5c0f5ef4d362eea20eab9ab0dda3855d521bdc5276f3bd108f173d89789cffbc,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0024,Run 001 Completion Report,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/RUN_001_COMPLETION_REPORT.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/RUN_001_COMPLETION_REPORT.md,d50090b1623f2a5a43bbeeb9ba7b18d4cc2cbe1caf52665b8f41adfacce4bbc7,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0025,Run Status,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-13-commercial-council-001,working/council-runs/2026-06-13-commercial-council-001/RUN_STATUS.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-commercial-council-001/RUN_STATUS.md,fd2c9bb90f4b14db864ec8c5a264c2f97102edef641ec3698593be9846aa3f25,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0026,Activity Log,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/ACTIVITY_LOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/ACTIVITY_LOG.md,f86a837a2dcfb3e284281928a471fde8a021c39c2641b4ba938f816e6b1aeae0,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0027,Query 01 Provider Viability,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/artifacts/query-01-provider-viability.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/artifacts/query-01-provider-viability.md,a93e5222aba6619205d30aa81f7eeea217e2e2074869e5afcb8863359e1e174a,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0028,Smoke Test Evidence Pack,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/artifacts/SMOKE_TEST_EVIDENCE_PACK.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/artifacts/SMOKE_TEST_EVIDENCE_PACK.md,e80f8879c273d6204623d2880369279a94a51585347480b89a8b8479574ee27a,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0029,Decision Log,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/DECISION_LOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/DECISION_LOG.md,0b5cefb813af299e7eef0f5412e3389d861ed626465a1ee6a8c4b5d28b73c94c,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0030,Evidence Requests,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/EVIDENCE_REQUESTS.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/EVIDENCE_REQUESTS.md,49f84d721defaedaa12ee92cb27e31e3b7cc158ae90f2a6a81f9407d2bc39ac0,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0031,Next Session Handoff,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/NEXT_SESSION_HANDOFF.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/NEXT_SESSION_HANDOFF.md,3b3b81a64e66d7d32bb3374ae8255c633d6d1e19f29e48566d0ff1d7e2f54b28,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0032,Query Ledger,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/QUERY_LEDGER.csv,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/QUERY_LEDGER.csv,3664f530c12b33fb644b54a01f797df8d5b89b4842de0715f72548a7e0b3c884,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0033,Run Status,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,,working/council-runs/2026-06-13-live-smoke-test-001/RUN_STATUS.md,legacy-council-import/source-archive/working/council-runs/2026-06-13-live-smoke-test-001/RUN_STATUS.md,be27b9f2eb63e277e4df47d17061744dcc35be4f409548f5ec25231d5f45f291,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0034,Activity Log,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/ACTIVITY_LOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/ACTIVITY_LOG.md,08ed8498d09fc07b3a0d179e87765080baca02c688315487dfbc5e3c578c097e,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0035,Add On Module Catalog,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ADD_ON_MODULE_CATALOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ADD_ON_MODULE_CATALOG.md,2269262bb31ed8c86c4cd51e090e317584cd7c243033747cc02c5eb534323d7b,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0036,Anonymous Peer Review,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ANONYMOUS_PEER_REVIEW.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ANONYMOUS_PEER_REVIEW.md,201ccf1cc3f5a74adc62ea3a0cdc6ab31b2c77ec2e0c745c0541f183fbe74a8e,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0037,Chairman First Packaging Synthesis,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/CHAIRMAN_FIRST_PACKAGING_SYNTHESIS.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/CHAIRMAN_FIRST_PACKAGING_SYNTHESIS.md,39f50b460629a6dd8982a762cb0eb976ad4bd9a61a2faae99ab44bb4732e33cf,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0038,Devils Advocate Packaging Attack,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/DEVILS_ADVOCATE_PACKAGING_ATTACK.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/DEVILS_ADVOCATE_PACKAGING_ATTACK.md,d067d074074323e4277083d5a66ba9cfc9d8ea4d7ce6847e91a9755529d38055,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0039,Evidence Auditor Packaging Review,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EVIDENCE_AUDITOR_PACKAGING_REVIEW.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EVIDENCE_AUDITOR_PACKAGING_REVIEW.md,6bf42187fb081e1421d7f0f3c36be1b9918730d893b362e08de13062d4071729,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0040,Executive Memos,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EXECUTIVE_MEMOS.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EXECUTIVE_MEMOS.md,401749b1a4ddd5187b897c70d81abcbe856bb8d640ff5fa8c3785f7a5a4a9952,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0041,Executive Post Decision Responses,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EXECUTIVE_POST_DECISION_RESPONSES.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/EXECUTIVE_POST_DECISION_RESPONSES.md,e23b922b7e2acb3bc2e798d6a57d921c725e7ecc2e24219a8ecbfc956428c77a,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0042,Feature Classification Matrix,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/FEATURE_CLASSIFICATION_MATRIX.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/FEATURE_CLASSIFICATION_MATRIX.md,f0adae52b61bf5d4f133130230b46c5dcf81b5cce887a8eb8c5678ac7b944742,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0043,Feature Inventory Normalized,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/FEATURE_INVENTORY_NORMALIZED.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/FEATURE_INVENTORY_NORMALIZED.md,86f97a856133806a9ddbc07907d23f1b2fc97f25311882960c4e9051713ae127,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0044,Old Tier Reconciliation,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/OLD_TIER_RECONCILIATION.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/OLD_TIER_RECONCILIATION.md,9166663081fee12233cb8334c48434be72c5bf047fec916d51d3c1d867c5f408,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0045,Package Ladder Draft,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGE_LADDER_DRAFT.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGE_LADDER_DRAFT.md,9cac681882ccbf56fcbff4aea848b441d5810725449d9191fa8acecbf27bfc34,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0046,Package Structure Options,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGE_STRUCTURE_OPTIONS.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGE_STRUCTURE_OPTIONS.md,1e8876855ef7092d61ed83618171bc6ff9533be7ed700bf1c059b57f3fb2f9dd,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0047,Packaging Final Verdict,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGING_FINAL_VERDICT.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PACKAGING_FINAL_VERDICT.md,938ec8b5b40422502893fed908395def41bbfafb8f912b00cc5c71af98e2e0ff,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0048,Provider Cost Scorecard,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PROVIDER_COST_SCORECARD.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/PROVIDER_COST_SCORECARD.md,53d08f0f3360a0a91ced5313223bba053851d7482eea969946501e5be986707e,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0049,Responsibility And Acceptance Boundaries,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/RESPONSIBILITY_AND_ACCEPTANCE_BOUNDARIES.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/RESPONSIBILITY_AND_ACCEPTANCE_BOUNDARIES.md,ffa45b2488f49b4a22d552e87d4d45888783ca64daba48f83c1a31cdaaa67fd7,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0050,Role Specific Starting Briefs,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ROLE_SPECIFIC_STARTING_BRIEFS.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/ROLE_SPECIFIC_STARTING_BRIEFS.md,a91192161b7a21f121de5e91d504cde819f3be7f66e927144f039672a7220ad6,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0051,Run 2C Pricing Handoff,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/RUN_2C_PRICING_HANDOFF.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/artifacts/RUN_2C_PRICING_HANDOFF.md,f7a3d6c59196683cad39198e0ab4d1a96b62e07533a630928fb5b5f009d99041,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0052,Assumption Ledger,SCENARIO_ASSUMPTION,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/ASSUMPTION_LEDGER.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/ASSUMPTION_LEDGER.md,6dea4ee32a6fcca5c1e2d428eec53a7204804720e4b4d489d0f34a984b316ede,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0053,Decision Log,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/DECISION_LOG.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/DECISION_LOG.md,6191c434d7b393f0f6854a76f479365fee9a43efd3fad7bf9b83f0f7e9881fbc,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0054,Evidence Ledger,INTERNAL_PROJECT_FACT,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/EVIDENCE_LEDGER.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/EVIDENCE_LEDGER.md,84ce708197f342d49b7cc63aa11062b1cae0e8d24004c102b3e3e9ede27e9adc,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
LEG-SRC-0055,Feature Ledger,COUNCIL_INFERENCE,UAE/GCC/global,2026-06-18,2026-06-14-feature-packaging-decision-002B,working/council-runs/2026-06-14-feature-packaging-decision-002B/FEATURE_LEDGER.md,legacy-council-import/source-archive/working/council-runs/2026-06-14-feature-packaging-decision-002B/FEATURE_LEDGER.md,5018cc3d4b0f444c22b9cf0fb68ae121990a32aa6c57227f172cc701d24e0ef9,Legacy council artifact; preserve evidence labels and verify time-sensitive third-party costs before external use.
